"ID","ArrivalToAdmit","AdmitToRoom","TimeInER","MH_TimeInER","NotSeen","Volume","OverallRating","HeartAttackRate","PneumoniaRate","StrokeRate","Black","NativeAmerican","Asian","White","Hispanic","SomeOtherRace","TwoOrMoreRaces","SexRatio","RuralScore","MedicaidExpansion","Facility.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number"
10021,216,75,105,NA,0.02,"low",4,NA,13.5,NA,0.27899305953661,0.0160592530871876,0.017826397318182,0.695799568471722,0.0403577743524736,0.0152737928940978,0.0231318362831884,95.6295055821372,0.790769230769231,0,"DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","AL","36360","DALE","(334) 774-2601"
10022,264,54,121,NA,0.02,"low",NA,NA,17.1,NA,0.19130685424231,0.0121144154973811,0.00733435735714064,0.791612231895097,0.0410855939929469,0.0130105202637091,0.0160350908618303,95.0688,0.549618320610687,0,"FLOYD CHEROKEE MEDICAL CENTER","400 NORTHWOOD DR","CENTRE","AL","35960","CHEROKEE","(256) 927-5531"
10023,430,228,158,234,0.02,"very high",2,12.2,20.6,13.9,0.493991771183651,0.00779276317588109,0.0188493295329536,0.485244375760768,0.0298565205812794,0.0106399157849811,0.0165049832858331,91.4143568760007,0.23408337694052,0,"BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100"
10024,345,167,112,187,0.01,"high",2,14.5,16.7,12.4,0.497307046231056,0.0073146418572517,0.0181246132102493,0.48214140937605,0.0297134685711826,0.0110816104092668,0.015883834877314,92.7209284232365,0.199514934899158,0,"JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000"
10029,225,52,144,210,0.04,"very high",4,15.5,17.5,15.4,0.352110263635042,0.00623010000627623,0.0250059524216264,0.623173601977041,0.0291603714702469,0.00669050949179942,0.0133979808799359,94.4722470540431,0.511966150998281,0,"EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411"
10033,428,131,219,413,0.05,"very high",2,13,11.4,15.3,0.356318012631098,0.00944880244122683,0.0143991612712005,0.619715432905713,0.0388731033178106,0.0171180092044978,0.0167012418726831,93.3303709031131,0.242589506640408,0,"UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011"
10034,251,68,102,NA,0.02,"low",4,NA,14.7,12.6,0.339620058090049,0.00430225397946378,0.00896282812017631,0.651200694364963,0.0256414650330528,0.00673721015315488,0.0118267125922609,89.7093023255814,0.715596330275229,0,"COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541"
10035,229,71,131,239,0.01,"high",2,13.3,16.3,16.8,0.0233439639302683,0.0152561182092141,0.00761329410059379,0.960130731286061,0.0445482350473371,0.0116837039833166,0.0176654820558056,97.4920512201015,0.843580683156655,0,"CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL","35058","CULLMAN","(256) 737-2000"
10036,202,49,104,148,0,"medium",4,11.6,16.5,14.8,0.165737402883212,0.00947455490450576,0.00629087736410126,0.828309162185827,0.0200507334739916,0.00343535484272465,0.0135884379840766,97.8204710144928,0.970570570570571,0,"ANDALUSIA HEALTH","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","36420","COVINGTON","(334) 222-8466"
10038,225,67,120,NA,0.02,"medium",2,12.8,15,14.6,0.250032018349893,0.0126729801435623,0.0135093881266426,0.734540466981185,0.03603383097351,0.0151659075110954,0.0238775787946823,93.1967974379504,0.168339768339768,0,"STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL","36201","CALHOUN","(256) 235-8900"
10039,351,104,152,278,0.02,"very high",2,13.1,17.6,16.7,0.190130033883427,0.0196552472627755,0.0227465456849635,0.77782682646058,0.0533943433742574,0.0174624023589091,0.0277302792192486,96.3848324853605,0.26117669368985,0,"HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","MADISON","(256) 265-1000"
10040,274,78,166,239,0.05,"medium",2,12.6,16.7,11.4,0.14469944650866,0.014164392724737,0.00801924670908614,0.833461475484603,0.0524352174633296,0.0166914863104582,0.0178723580467026,94.5495252008766,0.230536332179931,0,"GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","(256) 494-4000"
10044,159,50,73,62,0.01,"low",4,NA,14.5,NA,0.0753814769087468,0.0101537433692527,0.00604173009865647,0.921862509114222,0.0293566225228319,0.00971302305147921,0.0215059573655156,95.7479166666667,0.985119047619048,0,"MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","HAMILTON","AL","35570","MARION","(205) 921-6200"
10045,225,75,121,NA,0.04,"low",5,NA,14,NA,0.149869526572282,0.00433628321538205,0.00501016988908696,0.852168822371522,0.0219225229472987,0.0060039538224648,0.0208150950679649,99.6483290488432,0.969151670951157,0,"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","(205) 932-5966"
10046,171,52,121,196,0.01,"medium",4,12.6,17.8,12.5,0.165135969919028,0.0145988314095736,0.00926578157341545,0.812604687150634,0.0527972443776247,0.0156702176207957,0.0176357897526255,95.0944065804935,0.153953164850452,0,"RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","(256) 543-5200"
10047,NA,NA,87,NA,0.02,"low",NA,NA,NA,NA,0.409673538723177,0.00804362347814762,0.0129051442579085,0.584198552672573,0.00562429751952052,0.000748230219308394,0.0155648336458625,92.9447368421053,0.971181556195965,0,"GEORGIANA MEDICAL CENTER","515 N MIRANDA AVENUE","GEORGIANA","AL","36033","BUTLER","(334) 376-2205"
10049,224,52,129,NA,0.05,"medium",4,NA,15.3,13.9,0.186641783197199,0.0235234552005513,0.0208295894110546,0.7868310826607,0.0653030548339173,0.0129305566159564,0.0306386298160909,98.1059911894273,0.900251466890193,0,"MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","(334) 347-0584"
10051,203,18,152,NA,0.01,"low",NA,NA,NA,NA,0.768715179057312,0.015891874778552,0.00749669843262749,0.240392937638276,0.0175869418397293,0.00204164343061822,0.0212412679383534,88.3144578313253,0.823529411764706,0,"GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","(205) 372-3388"
10052,219,90,116,NA,0,"low",3,NA,15.5,NA,0.296466358942606,0.00910866646926002,0.00424068485350093,0.697631390013009,0.0136470094589672,0.0040967995260757,0.0113536098383071,94.7524691358025,0.933933933933934,0,"LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-7821"
10055,250,78,161,NA,0.01,"high",3,13.6,18.2,13.9,0.248722381973022,0.0145871636329118,0.013798702935414,0.733841836326622,0.0402243255912766,0.0109388576077776,0.0214439357465238,105.476869121632,0.506005303384807,0,"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","(334) 793-5000"
10056,296,114,161,NA,0.02,"high",4,13.5,14.4,14,0.263246116068837,0.00873531634260297,0.0179349263079612,0.707496481870022,0.0407419679114736,0.0186240487406122,0.016147153892133,93.445301770871,0.164705882352941,0,"ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","35205","JEFFERSON","(205) 939-7000"
10058,217,49,133,177,0.01,"low",3,NA,18.7,NA,0.278401115341014,0.00495437492866248,0.00509810067951648,0.718907136090799,0.0201948957774728,0.0034263819222128,0.0108728748226895,115.47012195122,0.127272727272727,0,"BIBB MEDICAL CENTER","208 PIERSON AVE","CENTREVILLE","AL","35042","BIBB","(205) 926-4881"
10059,180,42,65,NA,0.01,"low",4,NA,14.5,NA,0.106368448990276,0.0744258532332895,0.00566608383906395,0.844587105787827,0.0251874558240799,0.00651149328411688,0.0383410665135367,94.1371601208459,0.573573573573574,0,"LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","MOULTON","AL","35650","LAWRENCE","(256) 974-2200"
10061,300,116,158,213,0.03,"low",2,NA,13.9,12.9,0.0507250949684381,0.0301758658919877,0.00726304148063388,0.920229401042776,0.0351646995393577,0.0162406628209356,0.0260260034800844,95.1395410414828,0.960282436010591,0,"HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","35768","JACKSON","(256) 259-4444"
10062,224,70,112,154,0.03,"low",4,NA,14.6,NA,0.131805471096966,0.014722922006952,0.0115113724429567,0.855895726354971,0.0368538963115168,0.0127152758750668,0.0261866240453383,97.64,0.487089201877934,0,"WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","GENEVA","(334) 684-3655"
10065,235,40,109,143,0.01,"medium",3,12.5,17,14.9,0.299098024398033,0.00677416805497418,0.00771488320353684,0.681555090650552,0.0271826368462341,0.0147028329817259,0.00936805286379226,94.2246401354784,0.911165444172779,0,"RUSSELL MEDICAL CENTER","3316 HIGHWAY 280","ALEXANDER CITY","AL","35010","TALLAPOOSA","(256) 329-7100"
10069,191,50,170,NA,0.02,"low",3,NA,12.1,13.8,0.476977854821505,0.0107089796456833,0.0142076619153514,0.497897868984132,0.0364403563932598,0.0211889861735538,0.017811883510649,101.480989180835,0.809941520467836,0,"MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","(334) 688-7271"
10073,222,73,103,NA,0.03,"low",4,NA,18.4,NA,0.229082227981424,0.0119533908331064,0.00602182994402724,0.754006561411737,0.0412697647790325,0.0107416165086199,0.0112348389699706,94.4634799235182,0.767045454545455,0,"CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","ASHLAND","AL","36251","CLAY","(256) 354-2131"
10078,300,82,207,262,0.02,"high",2,12,17.2,13.5,0.232140043865629,0.0120359186302714,0.0142037103566049,0.749914330087922,0.0376804064084027,0.0163594062773258,0.0232216623159378,93.9810461089849,0.221179387285284,0,"NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","(256) 235-5121"
10079,240,67,136,354,0.01,"medium",3,NA,20,13.2,0.134184225053064,0.0125858745511221,0.0115074484477603,0.835826684460666,0.0668884583874582,0.0210772042071588,0.017407737288891,96.8796244784423,0.668018931710615,0,"ATHENS LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","35611","LIMESTONE","(256) 233-9292"
10083,277,82,163,243,0.05,"medium",5,13.3,15.4,14.5,0.0759250235317189,0.0135846534580379,0.0107785137134853,0.902762038886492,0.0576865685520045,0.0114206625411806,0.0143420366310526,93.9223353293413,0.665167275794209,0,"SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","BALDWIN","(251) 949-3400"
10085,385,164,157,338,0.03,"very high",3,12.6,16.5,15.3,0.156440562304905,0.0242662273137711,0.00949042261439762,0.796668139427359,0.0836373014572328,0.0355401925090447,0.0221737033772213,96.333937007874,0.115064784374396,0,"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000"
10086,250,58,138,NA,0.02,"low",4,NA,14.5,NA,0.0714226557033724,0.00636691628101349,0.00439330032482405,0.920490498466303,0.0203671096120745,0.009956402284535,0.0127603793720816,98.8344213649852,0.952522255192878,0,"NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736"
10087,550,273,236,929,0.09,"medium",3,NA,16.7,15.4,0.40823501483378,0.0161148928105289,0.0157655642135652,0.565182430251999,0.0293264168900056,0.0112511815205268,0.0163539849311292,94.2170701682396,0.1972,0,"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110"
10089,230,60,118,NA,0.02,"medium",3,NA,22.2,12.7,0.0891603420459434,0.0125109697931755,0.00674761676330399,0.903325248204659,0.0304194013700842,0.00723840440119601,0.0193848277761977,96.9038372093023,0.337527964205817,0,"WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000"
10090,276,89,180,NA,0.01,"high",2,14.6,15.6,16.1,0.263775600764384,0.0146299721507708,0.026641399998111,0.698759929321327,0.0344430438042011,0.0147515085521144,0.0182117966778295,94.5259431765254,0.156311711985417,0,"PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000"
10091,295,95,155,232,0.01,"low",2,NA,15.9,NA,0.438736313850614,0.00525347795264595,0.00462810191275464,0.557401814896946,0.0081383702899044,0.00335948383602154,0.0087787269752459,93.2528239202658,0.973770491803279,0,"GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","(251) 275-3191"
10092,349,128,156,NA,0.05,"very high",2,13,17.1,13.8,0.364025506763201,0.00674389952965124,0.0131488434695809,0.6189637365554,0.033840268593608,0.0098164873281902,0.0127777449846853,94.1961353927046,0.192181992950977,0,"D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","TUSCALOOSA","(205) 759-7111"
10095,265,39,128,NA,0.03,"low",4,NA,14.2,NA,0.703848987144441,0.00105864597066868,0.00156106834711793,0.293269163056641,0.00486205540559318,0.0038805394892024,0.00363747484190446,86.2273170731707,0.24390243902439,0,"HALE COUNTY HOSPITAL","508 GREEN STREET","GREENSBORO","AL","36744","HALE","(334) 624-3024"
10097,216,55,115,NA,0.01,"low",4,NA,14.2,NA,0.2743872733954,0.007285780883409,0.0128528176479143,0.711566529670624,0.0254191250003257,0.00996119024785627,0.0164217509607996,93.0880434782609,0.142091152815013,0,"ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA","AL","36092","ELMORE","(334) 567-4311"
10099,178,55,92,126,0.02,"low",3,NA,18.7,14.4,0.273889199574317,0.0109638873576866,0.00573537872705954,0.7135478557381,0.0305339364322216,0.00536330101420585,0.00951839030562277,91.0535984848485,0.986086956521739,0,"D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","36426","ESCAMBIA","(251) 867-8061"
10100,284,159,151,NA,0.02,"medium",3,10.6,18.4,13.9,0.1141406448204,0.0156266841465506,0.0144226724237047,0.859388027705094,0.0440062964576977,0.013675977645744,0.01748660659908,95.1911403664828,0.263428865625536,0,"THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","36532","BALDWIN","(251) 928-2375"
10101,220,56,114,244,0.01,"medium",3,NA,18.7,14.3,0.369378422900043,0.00625539199216728,0.00632278941188479,0.623124014059884,0.0254554065100524,0.00843879247663416,0.0135786791273107,97.0513250883392,0.912087912087912,0,"CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","TALLADEGA","(256) 761-4542"
10102,166,30,92,NA,0.05,"low",NA,NA,18.2,NA,0.672220098593557,0.00349966783947863,0.0335058068389316,0.320959339119872,0.0105245021625346,0.00526093911398031,0.0354373848939033,100.109574468085,0.989795918367347,0,"J PAUL JONES HOSPITAL","317 MCWILLIAMS AVENUE","CAMDEN","AL","36726","WILCOX","(334) 682-4131"
10103,294,127,163,NA,0.03,"high",2,13.8,19.4,15.1,0.449223499924827,0.00947127084932956,0.00873249785399053,0.535055763531867,0.0288255860687371,0.0145393859632166,0.0162472449013592,92.6645887040075,0.146916705016107,0,"PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","JEFFERSON","(205) 783-3800"
10104,263,95,169,175,0.02,"medium",3,12.2,15.6,13.8,0.223722105665444,0.00805002976419199,0.0189411464406513,0.747145562508102,0.0417217583964632,0.0179015019931108,0.0158014563057009,94.526856504746,0.231600146466496,0,"GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","BIRMINGHAM","AL","35243","JEFFERSON","(205) 971-1000"
10108,290,115,154,NA,0.02,"medium",5,12.7,14.4,14.3,0.247256361454926,0.0104112367541662,0.0160705547135366,0.733874678322479,0.034510295731164,0.011104002121484,0.0199395586496365,99.9599374021909,0.0595874713521772,0,"PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","36067","AUTAUGA","(334) 361-4267"
10109,279,122,116,NA,0.01,"low",3,NA,15.9,NA,0.42889548769396,0.00429638337010172,0.00278190757744653,0.561829968177392,0.0463121216923274,0.0134089783061134,0.0109372780894661,93.9817543859649,0.175438596491228,0,"PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE","CARROLLTON","AL","35447","PICKENS","(205) 367-8111"
10110,189,60,97,136,0.01,"low",NA,NA,NA,NA,0.580144166253359,0.00789876264179026,0.013936899949457,0.402981985385106,0.0223138705308757,0.00639091839373715,0.0104812246555787,99.5625899280575,0.642105263157895,0,"BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","UNION SPRINGS","AL","36089","BULLOCK","(334) 738-2140"
10112,232,50,109,NA,0,"low",3,NA,17,NA,0.539747732206949,0.00736328859700545,0.00661276782284951,0.447360377818302,0.0213837448119715,0.0085777386939529,0.00808521437837468,93.885326953748,0.779874213836478,0,"BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","MARENGO","(334) 289-4000"
10113,330,136,182,421,0.01,"high",2,12.3,19.5,12.4,0.409006270372523,0.0193791621073059,0.0145163877470894,0.563197482777797,0.0235864000980775,0.0102990110334368,0.0160558181465317,94.7731097058015,0.20942338494394,0,"MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","MOBILE","(251) 435-4700"
10114,246,86,118,NA,0.02,"very high",3,12.5,15.5,11.7,0.414879867503917,0.00731988585013594,0.00891995236727518,0.562031720189433,0.0318208975158613,0.0214373355463194,0.0132413980062955,94.5993342981187,0.0224368077250781,0,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","JEFFERSON","(205) 481-7000"
10118,264,86,146,NA,0.09,"medium",2,13.9,18.7,14.7,0.694894730574914,0.00457029909433255,0.00658492091585619,0.298653120613956,0.0108047928585161,0.00182134075732159,0.00697398970507344,85.6364989059081,0.943099787685775,0,"VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","(334) 418-4100"
10120,229,45,130,NA,0.03,"low",3,NA,16.5,13.2,0.4192126524055,0.0241364390174988,0.00677875583462629,0.567257589334871,0.0169975937282067,0.00207485752173429,0.0134255829828193,93.7093676814988,0.972222222222222,0,"MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE, BOX 886","MONROEVILLE","AL","36460","MONROE","(251) 575-3111"
10125,125,35,50,NA,0.01,"low",5,NA,12.5,NA,0.0307916066050922,0.0155543559319209,0.00232955266614347,0.95186956138351,0.0483179239533475,0.0149818848666942,0.0157471851604107,99.2200517464424,0.90979381443299,0,"LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","(205) 485-7117"
10126,222,84,98,183,0.03,"low",3,NA,22.4,NA,0.353551007559261,0.0160592574207595,0.0204538438185679,0.62924829379574,0.0171720565473113,0.00456551312329196,0.0238703408215416,94.799066874028,0.825688073394495,0,"TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","(334) 670-5000"
10128,185,50,106,NA,0.04,"low",2,NA,16.4,NA,0.474852204681936,0.0143199193663119,0.00578263075441678,0.510908729987992,0.00614671757526286,0.00221914397603584,0.00791641652298987,92.2086111111111,0.856353591160221,0,"JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","JACKSON","AL","36545","CLARKE","(251) 246-9021"
10129,320,132,169,226,0.02,"low",3,NA,18.2,NA,0.243733145286297,0.0222954276405562,0.00917754672891372,0.729261263325999,0.0259693326579977,0.00937071548779286,0.0141245708587299,101.237072243346,0.710158434296365,0,"NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL","36507","BALDWIN","(251) 937-5521"
10130,207,52,101,NA,0.02,"low",3,NA,15.2,13.6,0.137523103619462,0.00656292782706568,0.0140586155554919,0.845736392367146,0.0196340660531311,0.00837981547313807,0.0123593363709577,97.497982243745,0.622097678142514,0,"ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","PELL CITY","AL","35125","ST. CLAIR","(205) 338-3301"
10131,320,100,168,224,0.02,"high",2,13.1,13.8,13.3,0.195801161704572,0.0202863206189267,0.0258186580337337,0.772121738656272,0.0483927508209245,0.0160677435709117,0.0298651451768877,95.6824763471822,0.17318663406683,0,"CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","HUNTSVILLE","AL","35801","MADISON","(256) 882-3100"
10138,280,102,125,NA,0.04,"low",NA,NA,NA,NA,0.648068301159795,0.0055060549357691,0.0124599896165015,0.334646663996052,0.0246056705069299,0.0110253561578011,0.00997267179169368,97.8597402597403,0.556962025316456,0,"HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","SUMTER","(205) 392-5263"
10139,244,92,130,156,0,"high",3,12.2,16.4,13.1,0.30712632289864,0.00814003118212124,0.0182372451185547,0.662200872114898,0.0410686449598794,0.0205639325247862,0.0161035147512037,93.0365122265122,0.189035916824197,0,"BROOKWOOD BAPTIST MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","JEFFERSON","(205) 877-1000"
10144,358,211,138,171,0.03,"high",2,14.7,17.2,13.7,0.384416667804889,0.0215452870436383,0.0179404275543508,0.581641545350022,0.0266684016907543,0.0120526597246202,0.0173070439090208,92.64225,0.126689464256636,0,"SPRINGHILL MEMORIAL HOSPITAL","3719 DAUPHIN STREET","MOBILE","AL","36608","MOBILE","(251) 344-9630"
10148,237,68,150,169,0.05,"low",4,NA,12.9,12.5,0.457812791038035,0.00600438828409263,0.00591558118320372,0.53342144977843,0.0178845101331039,0.00379700935696071,0.00682027580491055,94.7653631284916,0.966194111232279,0,"EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN","AL","36401","CONECUH","(251) 578-2480"
10149,336,144,165,NA,0.01,"high",5,12.3,13.2,12.3,0.458257728385886,0.00657366658466367,0.0278096422818716,0.514384158636156,0.0294915149946848,0.0107675464438466,0.0176493683861281,92.1456441149212,0.185067873303167,0,"BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL","36117","MONTGOMERY","(334) 244-8330"
10150,251,54,132,255,0.02,"low",2,NA,15,14.5,0.463297475135494,0.00683833619975167,0.0171679331164612,0.529230632991048,0.00706361823162334,0.00159004071329666,0.0179938594108695,88.8295409181637,0.883168316831683,0,"L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL","36037","BUTLER","(334) 382-2200"
